[INFO ] [2021-07-18 16:51:24,800] Register to system
[INFO ] [2021-07-18 22:27:11,226] Select nationality in dropdown list
[INFO ] [2021-07-18 22:27:15,634] Select gender in dropdown list
[INFO ] [2021-07-18 22:27:18,954] Click to submit button
[INFO ] [2021-07-18 22:27:19,098] Input email OTP number to textbox
[INFO ] [2021-07-18 22:27:26,079] Input business legal name
[INFO ] [2021-07-18 22:27:31,045] Input entity category
[INFO ] [2021-07-18 22:27:34,490] Input entity type
[INFO ] [2021-07-18 22:27:38,863] Input UEN number
[INFO ] [2021-07-18 22:27:40,212] Input industry
[INFO ] [2021-07-18 22:27:43,589] Input sub-industry
[INFO ] [2021-07-18 22:27:47,096] Click to continue button
[INFO ] [2021-07-18 22:27:47,312] Input business activity
[INFO ] [2021-07-18 22:27:50,574] Input service detail
[INFO ] [2021-07-18 22:27:52,490] Input company website
[INFO ] [2021-07-18 22:27:53,909] Input number of employees
[INFO ] [2021-07-18 22:27:57,359] Input Annual turnover
[INFO ] [2021-07-18 22:28:00,783] Click to continue button
[INFO ] [2021-07-18 22:28:00,970] Answer the first question
[INFO ] [2021-07-18 22:28:19,650] Answer the second question
[INFO ] [2021-07-18 22:28:19,856] Click to continue button
[INFO ] [2021-07-18 22:28:20,052] Skip uploading certificate
[INFO ] [2021-07-18 22:30:09,031] Register to system
[INFO ] [2021-07-18 22:30:09,506] Navigate to register page
[INFO ] [2021-07-18 22:30:15,611] Input fullname to full name textbox
[INFO ] [2021-07-18 22:30:18,473] Input email to email textbox
[INFO ] [2021-07-18 22:30:22,225] Input phone to phone textbox
[INFO ] [2021-07-18 22:30:24,247] Select information channel
[INFO ] [2021-07-18 22:30:28,202] Check to term checkbox
[INFO ] [2021-07-18 22:30:28,486] click to continue button
[INFO ] [2021-07-18 22:30:28,684] input mobile OTP number
[INFO ] [2021-07-18 22:31:56,883] Register to system
[INFO ] [2021-07-18 22:31:57,172] Navigate to register page
[INFO ] [2021-07-18 22:33:31,203] Register to system
[INFO ] [2021-07-18 22:33:31,520] Navigate to register page
[INFO ] [2021-07-18 22:33:35,848] Input fullname to full name textbox
[INFO ] [2021-07-18 22:33:37,583] Input email to email textbox
[INFO ] [2021-07-18 22:33:43,454] Input phone to phone textbox
[INFO ] [2021-07-18 22:33:44,826] Select information channel
[INFO ] [2021-07-18 22:33:48,835] Check to term checkbox
[INFO ] [2021-07-18 22:33:49,251] click to continue button
[INFO ] [2021-07-18 22:33:49,606] input mobile OTP number
[INFO ] [2021-07-18 22:33:55,106] Verify the completed register page is displayed
[INFO ] [2021-07-18 22:33:59,803] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-18 22:34:00,182] Select business role
[INFO ] [2021-07-18 22:34:01,687] Select company register place
[INFO ] [2021-07-18 22:34:07,103] Select solutions
[INFO ] [2021-07-18 22:34:13,626] Click to continue button
[INFO ] [2021-07-18 22:34:13,786] Select registration method
[INFO ] [2021-07-18 22:34:25,018] Input date of birth to the textbox field
[INFO ] [2021-07-18 22:34:34,593] Select nationality in dropdown list
[INFO ] [2021-07-18 22:34:39,368] Select gender in dropdown list
[INFO ] [2021-07-18 22:34:42,994] Click to submit button
[INFO ] [2021-07-18 22:34:43,317] Input email OTP number to textbox
[INFO ] [2021-07-18 22:34:49,195] Input business legal name
[INFO ] [2021-07-18 22:34:53,961] Input entity category
[INFO ] [2021-07-18 22:34:57,701] Input entity type
[INFO ] [2021-07-18 22:35:01,382] Input UEN number
[INFO ] [2021-07-18 22:35:02,548] Input industry
[INFO ] [2021-07-18 22:35:06,282] Input sub-industry
[INFO ] [2021-07-18 22:35:10,111] Click to continue button
[INFO ] [2021-07-18 22:35:10,512] Input business activity
[INFO ] [2021-07-18 22:35:12,001] Input service detail
[INFO ] [2021-07-18 22:35:13,205] Input company website
[INFO ] [2021-07-18 22:35:14,393] Input number of employees
[INFO ] [2021-07-18 22:35:18,083] Input Annual turnover
[INFO ] [2021-07-18 22:35:21,780] Click to continue button
[INFO ] [2021-07-18 22:35:22,112] Answer the first question
[INFO ] [2021-07-18 22:35:41,395] Answer the second question
[INFO ] [2021-07-18 22:35:41,758] Click to continue button
[INFO ] [2021-07-18 22:35:42,112] Skip uploading certificate
[INFO ] [2021-07-18 22:47:39,542] Register to system
[INFO ] [2021-07-18 22:47:39,958] Navigate to register page
[INFO ] [2021-07-18 22:47:45,326] Input fullname to full name textbox
[INFO ] [2021-07-18 22:47:47,594] Input email to email textbox
[INFO ] [2021-07-18 22:47:48,830] Input phone to phone textbox
[INFO ] [2021-07-18 22:47:50,015] Select information channel
[INFO ] [2021-07-18 22:47:53,894] Check to term checkbox
[INFO ] [2021-07-18 22:47:55,045] click to continue button
[INFO ] [2021-07-18 22:47:58,594] input mobile OTP number
[INFO ] [2021-07-18 22:48:06,842] Verify the completed register page is displayed
[INFO ] [2021-07-18 22:48:11,353] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-18 22:48:12,911] Select business role
[INFO ] [2021-07-18 22:48:14,469] Select company register place
[INFO ] [2021-07-18 22:48:20,583] Select solutions
[INFO ] [2021-07-18 22:48:27,678] Click to continue button
[INFO ] [2021-07-18 22:48:28,041] Select registration method
[INFO ] [2021-07-18 22:48:46,760] Input date of birth to the textbox field
[INFO ] [2021-07-18 22:48:58,934] Select nationality in dropdown list
[INFO ] [2021-07-18 22:49:03,775] Select gender in dropdown list
[INFO ] [2021-07-18 22:49:07,454] Click to submit button
[INFO ] [2021-07-18 22:49:08,125] Input email OTP number to textbox
[INFO ] [2021-07-18 22:49:19,331] Input business legal name
[INFO ] [2021-07-18 22:49:26,320] Input entity category
[INFO ] [2021-07-18 22:49:30,901] Input entity type
[INFO ] [2021-07-18 22:49:34,655] Input UEN number
[INFO ] [2021-07-18 22:49:35,968] Input industry
[INFO ] [2021-07-18 22:49:42,346] Input sub-industry
[INFO ] [2021-07-18 22:49:46,567] Click to continue button
[INFO ] [2021-07-18 22:49:46,992] Input business activity
[INFO ] [2021-07-18 22:49:50,889] Input service detail
[INFO ] [2021-07-18 22:49:52,163] Input company website
[INFO ] [2021-07-18 22:49:53,457] Input number of employees
[INFO ] [2021-07-18 22:49:57,392] Input Annual turnover
[INFO ] [2021-07-18 22:50:01,028] Click to continue button
[INFO ] [2021-07-18 22:50:01,431] Answer the first question
[INFO ] [2021-07-18 22:50:23,256] Answer the second question
[INFO ] [2021-07-18 22:50:23,724] Click to continue button
[INFO ] [2021-07-18 22:50:24,179] Skip uploading certificate
[INFO ] [2021-07-18 22:54:47,630] Register to system
[INFO ] [2021-07-18 22:54:48,252] Navigate to register page
[INFO ] [2021-07-18 23:32:46,167] Register to system
[INFO ] [2021-07-18 23:32:46,436] Navigate to register page
[INFO ] [2021-07-18 23:32:49,753] Input fullname to full name textbox
[INFO ] [2021-07-18 23:32:52,145] Input email to email textbox
[INFO ] [2021-07-18 23:32:54,042] Input phone to phone textbox
[INFO ] [2021-07-18 23:32:55,475] Select information channel
[INFO ] [2021-07-18 23:33:00,519] Check to term checkbox
[INFO ] [2021-07-18 23:33:00,712] click to continue button
[INFO ] [2021-07-18 23:33:00,867] input mobile OTP number
[INFO ] [2021-07-18 23:33:06,825] Verify the completed register page is displayed
[INFO ] [2021-07-18 23:33:10,459] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-18 23:33:10,642] Select business role
[INFO ] [2021-07-18 23:33:12,102] Select company register place
[INFO ] [2021-07-18 23:33:16,591] Select solutions
[INFO ] [2021-07-18 23:33:22,154] Click to continue button
[INFO ] [2021-07-18 23:33:22,278] Select registration method
[INFO ] [2021-07-18 23:33:32,579] Input date of birth to the textbox field
[INFO ] [2021-07-18 23:33:41,866] Select nationality in dropdown list
[INFO ] [2021-07-18 23:33:46,457] Select gender in dropdown list
[INFO ] [2021-07-18 23:33:49,787] Click to submit button
[INFO ] [2021-07-18 23:33:49,926] Input email OTP number to textbox
[INFO ] [2021-07-18 23:33:56,481] Input business legal name
[INFO ] [2021-07-18 23:34:04,414] Input entity category
[INFO ] [2021-07-18 23:34:08,653] Input entity type
[INFO ] [2021-07-18 23:34:12,080] Input UEN number
[INFO ] [2021-07-18 23:34:13,625] Input industry
[INFO ] [2021-07-18 23:34:17,227] Input sub-industry
[INFO ] [2021-07-18 23:34:20,920] Click to continue button
[INFO ] [2021-07-18 23:34:21,160] Input business activity
[INFO ] [2021-07-18 23:34:23,600] Input service detail
[INFO ] [2021-07-18 23:34:25,375] Input company website
[INFO ] [2021-07-18 23:34:26,798] Input number of employees
[INFO ] [2021-07-18 23:34:30,239] Input Annual turnover
[INFO ] [2021-07-18 23:34:33,648] Click to continue button
[INFO ] [2021-07-18 23:34:33,925] Answer the first question
[INFO ] [2021-07-18 23:34:55,049] Answer the second question
[INFO ] [2021-07-18 23:34:55,235] Click to continue button
[INFO ] [2021-07-18 23:34:55,371] Skip uploading certificate
[INFO ] [2021-07-18 23:35:04,780] Click start identity button
[INFO ] [2021-07-18 23:35:05,041] Click begin button
[INFO ] [2021-07-19 01:47:43,410] Register to system
[INFO ] [2021-07-19 01:47:43,718] Navigate to register page
[INFO ] [2021-07-19 01:47:48,475] Input fullname to full name textbox
[INFO ] [2021-07-19 01:47:50,400] Input email to email textbox
[INFO ] [2021-07-19 01:47:52,091] Input phone to phone textbox
[INFO ] [2021-07-19 01:47:53,424] Select information channel
[INFO ] [2021-07-19 01:47:57,060] Check to term checkbox
[INFO ] [2021-07-19 01:47:57,292] click to continue button
[INFO ] [2021-07-19 01:47:57,449] input mobile OTP number
[INFO ] [2021-07-19 01:48:03,342] Verify the completed register page is displayed
[INFO ] [2021-07-19 01:48:07,518] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 01:48:07,669] Select business role
[INFO ] [2021-07-19 01:48:09,101] Select company register place
[INFO ] [2021-07-19 01:48:13,607] Select solutions
[INFO ] [2021-07-19 01:48:20,860] Click to continue button
[INFO ] [2021-07-19 01:48:21,065] Select registration method
[INFO ] [2021-07-19 01:48:31,056] Input date of birth to the textbox field
[INFO ] [2021-07-19 01:48:42,702] Select nationality in dropdown list
[INFO ] [2021-07-19 01:48:47,219] Select gender in dropdown list
[INFO ] [2021-07-19 01:48:50,667] Click to submit button
[INFO ] [2021-07-19 01:48:50,992] Input email OTP number to textbox
[INFO ] [2021-07-19 01:48:57,220] Input business legal name
[INFO ] [2021-07-19 01:49:02,705] Input entity category
[INFO ] [2021-07-19 01:49:06,179] Input entity type
[INFO ] [2021-07-19 01:49:09,511] Input UEN number
[INFO ] [2021-07-19 01:49:10,841] Input industry
[INFO ] [2021-07-19 01:49:14,237] Input sub-industry
[INFO ] [2021-07-19 01:49:17,743] Click to continue button
[INFO ] [2021-07-19 01:49:17,899] Input business activity
[INFO ] [2021-07-19 01:49:20,408] Input service detail
[INFO ] [2021-07-19 01:49:23,023] Input company website
[INFO ] [2021-07-19 01:49:24,435] Input number of employees
[INFO ] [2021-07-19 01:49:27,793] Input Annual turnover
[INFO ] [2021-07-19 01:49:31,176] Click to continue button
[INFO ] [2021-07-19 01:49:31,359] Answer the first question
[INFO ] [2021-07-19 01:49:50,301] Answer the second question
[INFO ] [2021-07-19 01:49:50,542] Click to continue button
[INFO ] [2021-07-19 01:49:50,710] Skip uploading certificate
[INFO ] [2021-07-19 01:50:01,038] Click start identity button
[INFO ] [2021-07-19 01:50:01,360] Click begin button
[INFO ] [2021-07-19 10:00:35,113] Register to system
[INFO ] [2021-07-19 10:00:35,460] Navigate to register page
[INFO ] [2021-07-19 10:00:40,204] Input fullname to full name textbox
[INFO ] [2021-07-19 10:00:42,391] Input email to email textbox
[INFO ] [2021-07-19 10:00:44,147] Input phone to phone textbox
[INFO ] [2021-07-19 10:00:45,486] Select information channel
[INFO ] [2021-07-19 10:00:48,987] Check to term checkbox
[INFO ] [2021-07-19 10:00:49,165] click to continue button
[INFO ] [2021-07-19 10:00:49,329] input mobile OTP number
[INFO ] [2021-07-19 10:00:57,811] Verify the completed register page is displayed
[INFO ] [2021-07-19 10:01:03,737] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 10:01:03,962] Select business role
[INFO ] [2021-07-19 10:01:05,724] Select company register place
[INFO ] [2021-07-19 10:06:33,305] Register to system
[INFO ] [2021-07-19 10:06:33,837] Navigate to register page
[INFO ] [2021-07-19 10:06:38,960] Input fullname to full name textbox
[INFO ] [2021-07-19 10:06:41,235] Input email to email textbox
[INFO ] [2021-07-19 10:06:42,976] Input phone to phone textbox
[INFO ] [2021-07-19 10:06:44,350] Select information channel
[INFO ] [2021-07-19 10:06:47,866] Check to term checkbox
[INFO ] [2021-07-19 10:06:48,053] click to continue button
[INFO ] [2021-07-19 10:06:48,202] input mobile OTP number
[INFO ] [2021-07-19 10:06:56,278] Verify the completed register page is displayed
[INFO ] [2021-07-19 10:07:02,127] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 10:07:02,304] Select business role
[INFO ] [2021-07-19 10:07:04,129] Select company register place
[INFO ] [2021-07-19 10:07:08,730] Select solutions
[INFO ] [2021-07-19 10:07:14,469] Click to continue button
[INFO ] [2021-07-19 10:07:14,657] Select registration method
[INFO ] [2021-07-19 10:07:30,120] Input date of birth to the textbox field
[INFO ] [2021-07-19 10:07:39,476] Select nationality in dropdown list
[INFO ] [2021-07-19 10:07:43,973] Select gender in dropdown list
[INFO ] [2021-07-19 10:07:47,382] Click to submit button
[INFO ] [2021-07-19 10:07:47,621] Input email OTP number to text box
[INFO ] [2021-07-19 10:07:55,490] Input business legal name
[INFO ] [2021-07-19 10:08:03,283] Input entity category
[INFO ] [2021-07-19 10:08:06,685] Input entity type
[INFO ] [2021-07-19 10:08:10,021] Input UEN number
[INFO ] [2021-07-19 10:08:11,332] Input industry
[INFO ] [2021-07-19 10:08:14,753] Input sub-industry
[INFO ] [2021-07-19 10:08:18,221] Click to continue button
[INFO ] [2021-07-19 10:08:18,424] Input business activity
[INFO ] [2021-07-19 10:08:21,584] Input service detail
[INFO ] [2021-07-19 10:08:24,301] Input company website
[INFO ] [2021-07-19 10:08:25,730] Input number of employees
[INFO ] [2021-07-19 10:08:29,109] Input Annual turnover
[INFO ] [2021-07-19 10:08:32,431] Click to continue button
[INFO ] [2021-07-19 10:08:32,595] Answer the first question
[INFO ] [2021-07-19 10:10:53,614] Register to system
[INFO ] [2021-07-19 10:10:53,992] Navigate to register page
[INFO ] [2021-07-19 10:10:58,276] Input fullname to full name textbox
[INFO ] [2021-07-19 10:11:00,328] Input email to email textbox
[INFO ] [2021-07-19 10:11:02,125] Input phone to phone textbox
[INFO ] [2021-07-19 10:11:03,565] Select information channel
[INFO ] [2021-07-19 10:11:07,141] Check to term checkbox
[INFO ] [2021-07-19 10:11:07,343] click to continue button
[INFO ] [2021-07-19 10:11:07,503] input mobile OTP number
[INFO ] [2021-07-19 10:11:16,709] Verify the completed register page is displayed
[INFO ] [2021-07-19 10:11:24,947] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 10:11:25,085] Select business role
[INFO ] [2021-07-19 10:11:26,803] Select company register place
[INFO ] [2021-07-19 10:11:41,262] Select solutions
[INFO ] [2021-07-19 10:13:10,620] Register to system
[INFO ] [2021-07-19 10:13:11,126] Navigate to register page
[INFO ] [2021-07-19 10:13:11,285] Input fullname to full name textbox
[INFO ] [2021-07-19 10:13:13,404] Input email to email textbox
[INFO ] [2021-07-19 10:13:15,077] Input phone to phone textbox
[INFO ] [2021-07-19 10:13:16,438] Select information channel
[INFO ] [2021-07-19 10:13:20,047] Check to term checkbox
[INFO ] [2021-07-19 10:13:20,258] click to continue button
[INFO ] [2021-07-19 10:13:20,411] input mobile OTP number
[INFO ] [2021-07-19 10:13:32,253] Verify the completed register page is displayed
[INFO ] [2021-07-19 10:13:40,862] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 10:13:41,043] Select business role
[INFO ] [2021-07-19 10:13:42,453] Select company register place
[INFO ] [2021-07-19 10:13:47,106] Select solutions
[INFO ] [2021-07-19 10:13:52,838] Click to continue button
[INFO ] [2021-07-19 10:13:53,038] Select registration method
[INFO ] [2021-07-19 10:14:07,615] Input date of birth to the textbox field
[INFO ] [2021-07-19 10:14:16,610] Select nationality in dropdown list
[INFO ] [2021-07-19 10:14:21,067] Select gender in dropdown list
[INFO ] [2021-07-19 10:14:24,442] Click to submit button
[INFO ] [2021-07-19 10:14:24,606] Input email OTP number to text box
[INFO ] [2021-07-19 10:14:32,351] Input business legal name
[INFO ] [2021-07-19 10:14:39,675] Input entity category
[INFO ] [2021-07-19 10:14:43,136] Input entity type
[INFO ] [2021-07-19 10:14:46,465] Input UEN number
[INFO ] [2021-07-19 10:14:47,832] Input industry
[INFO ] [2021-07-19 10:14:51,331] Input sub-industry
[INFO ] [2021-07-19 10:14:54,870] Click to continue button
[INFO ] [2021-07-19 10:14:55,089] Input business activity
[INFO ] [2021-07-19 10:14:58,566] Input service detail
[INFO ] [2021-07-19 10:15:01,039] Input company website
[INFO ] [2021-07-19 10:15:02,463] Input number of employees
[INFO ] [2021-07-19 10:15:05,954] Input Annual turnover
[INFO ] [2021-07-19 10:15:09,392] Click to continue button
[INFO ] [2021-07-19 10:15:09,585] Answer the first question
[INFO ] [2021-07-19 10:15:32,861] Answer the second question
[INFO ] [2021-07-19 10:15:33,101] Click to continue button
[INFO ] [2021-07-19 10:15:33,308] Skip uploading certificate
[INFO ] [2021-07-19 10:16:03,366] Click start identity button
[INFO ] [2021-07-19 10:16:03,944] Click begin button
[INFO ] [2021-07-19 11:41:32,016] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 11:42:02,113] Register to system
[INFO ] [2021-07-19 11:42:02,113] Navigate to register page
[INFO ] [2021-07-19 11:42:02,314] Input fullname to full name textbox
[INFO ] [2021-07-19 11:42:04,958] Input email to email textbox
[INFO ] [2021-07-19 11:42:06,326] Input phone to phone textbox
[INFO ] [2021-07-19 11:42:07,528] Select information channel
[INFO ] [2021-07-19 11:42:11,354] Check to term checkbox
[INFO ] [2021-07-19 11:42:12,927] click to continue button
[INFO ] [2021-07-19 11:42:14,030] input mobile OTP number
[INFO ] [2021-07-19 11:45:43,662] Register to system
[INFO ] [2021-07-19 11:45:44,343] Navigate to register page
[INFO ] [2021-07-19 11:45:58,574] Input fullname to full name textbox
[INFO ] [2021-07-19 11:46:02,792] Input email to email textbox
[INFO ] [2021-07-19 11:46:04,147] Input phone to phone textbox
[INFO ] [2021-07-19 11:46:05,527] Select information channel
[INFO ] [2021-07-19 11:46:09,374] Check to term checkbox
[INFO ] [2021-07-19 11:46:09,737] click to continue button
[INFO ] [2021-07-19 11:46:10,076] input mobile OTP number
[INFO ] [2021-07-19 11:46:28,192] Verify the completed register page is displayed
[INFO ] [2021-07-19 11:46:43,509] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 11:46:43,864] Select business role
[INFO ] [2021-07-19 11:46:45,818] Select company register place
[INFO ] [2021-07-19 11:49:22,710] Register to system
[INFO ] [2021-07-19 11:49:23,161] Navigate to register page
[INFO ] [2021-07-19 11:49:33,623] Input fullname to full name textbox
[INFO ] [2021-07-19 11:49:37,302] Input email to email textbox
[INFO ] [2021-07-19 11:49:39,503] Input phone to phone textbox
[INFO ] [2021-07-19 11:49:41,714] Select information channel
[INFO ] [2021-07-19 11:49:45,549] Check to term checkbox
[INFO ] [2021-07-19 11:49:46,035] click to continue button
[INFO ] [2021-07-19 11:49:46,374] input mobile OTP number
[INFO ] [2021-07-19 11:49:55,117] Verify the completed register page is displayed
[INFO ] [2021-07-19 11:50:00,710] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 11:50:01,026] Select business role
[INFO ] [2021-07-19 11:50:03,567] Select company register place
[INFO ] [2021-07-19 11:50:10,425] Select solutions
[INFO ] [2021-07-19 11:50:16,519] Click to continue button
[INFO ] [2021-07-19 11:50:16,635] Select registration method
[INFO ] [2021-07-19 11:50:38,064] Input date of birth to the textbox field
[INFO ] [2021-07-19 11:50:48,060] Select nationality in dropdown list
[INFO ] [2021-07-19 11:50:53,792] Select gender in dropdown list
[INFO ] [2021-07-19 11:50:57,430] Click to submit button
[INFO ] [2021-07-19 11:50:57,809] Input email OTP number to text box
[INFO ] [2021-07-19 11:54:52,550] Register to system
[INFO ] [2021-07-19 11:54:53,722] Navigate to register page
[INFO ] [2021-07-19 11:55:00,791] Input fullname to full name textbox
[INFO ] [2021-07-19 11:55:04,201] Input email to email textbox
[INFO ] [2021-07-19 11:55:06,438] Input phone to phone textbox
[INFO ] [2021-07-19 11:55:08,644] Select information channel
[INFO ] [2021-07-19 11:55:12,538] Check to term checkbox
[INFO ] [2021-07-19 11:55:12,939] click to continue button
[INFO ] [2021-07-19 11:55:13,271] input mobile OTP number
[INFO ] [2021-07-19 11:55:24,106] Verify the completed register page is displayed
[INFO ] [2021-07-19 11:55:32,295] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 11:55:32,611] Select business role
[INFO ] [2021-07-19 11:55:34,935] Select company register place
[INFO ] [2021-07-19 11:55:40,806] Select solutions
[INFO ] [2021-07-19 11:55:46,974] Click to continue button
[INFO ] [2021-07-19 11:55:47,127] Select registration method
[INFO ] [2021-07-19 11:56:10,241] Input date of birth to the textbox field
[INFO ] [2021-07-19 11:56:19,923] Select nationality in dropdown list
[INFO ] [2021-07-19 11:56:25,685] Select gender in dropdown list
[INFO ] [2021-07-19 11:56:29,317] Click to submit button
[INFO ] [2021-07-19 11:56:29,649] Input email OTP number to text box
[INFO ] [2021-07-19 11:56:39,006] Input business legal name
[INFO ] [2021-07-19 11:56:46,879] Input entity category
[INFO ] [2021-07-19 11:56:50,622] Input entity type
[INFO ] [2021-07-19 11:56:54,335] Input UEN number
[INFO ] [2021-07-19 11:56:56,542] Input industry
[INFO ] [2021-07-19 11:57:00,270] Input sub-industry
[INFO ] [2021-07-19 11:57:04,020] Click to continue button
[INFO ] [2021-07-19 11:57:04,383] Input business activity
[INFO ] [2021-07-19 11:57:07,493] Input service detail
[INFO ] [2021-07-19 11:57:09,769] Input company website
[INFO ] [2021-07-19 11:57:11,945] Input number of employees
[INFO ] [2021-07-19 11:57:15,689] Input Annual turnover
[INFO ] [2021-07-19 11:57:19,469] Click to continue button
[INFO ] [2021-07-19 11:57:19,817] Answer the first question
[INFO ] [2021-07-19 11:57:42,539] Answer the second question
[INFO ] [2021-07-19 11:57:42,871] Click to continue button
[INFO ] [2021-07-19 11:57:43,218] Skip uploading certificate
[INFO ] [2021-07-19 11:57:59,816] Click start identity button
[INFO ] [2021-07-19 11:58:00,615] Click begin button
[INFO ] [2021-07-19 12:04:04,450] Register to system
[INFO ] [2021-07-19 12:04:05,074] Navigate to register page
[INFO ] [2021-07-19 12:04:12,104] Input full name to full name text box
[INFO ] [2021-07-19 12:04:15,544] Input email to email text box
[INFO ] [2021-07-19 12:04:17,742] Input phone to phone text box
[INFO ] [2021-07-19 12:04:19,924] Select information channel
[INFO ] [2021-07-19 12:04:23,693] Check to term checkbox
[INFO ] [2021-07-19 12:04:24,056] click to continue button
[INFO ] [2021-07-19 12:04:24,392] input mobile OTP number
[INFO ] [2021-07-19 12:04:35,902] Verify the completed register page is displayed
[INFO ] [2021-07-19 12:04:47,263] Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 12:04:47,579] Select business role
[INFO ] [2021-07-19 12:04:50,271] Select company register place
[INFO ] [2021-07-19 12:04:56,143] Select solutions
[INFO ] [2021-07-19 12:05:02,358] Click to continue button
[INFO ] [2021-07-19 12:05:02,505] Select registration method
[INFO ] [2021-07-19 12:05:23,387] Input date of birth to the textbox field
[INFO ] [2021-07-19 12:05:33,661] Select nationality in dropdown list
[INFO ] [2021-07-19 12:05:39,425] Select gender in dropdown list
[INFO ] [2021-07-19 12:05:43,152] Click to submit button
[INFO ] [2021-07-19 12:05:43,553] Input email OTP number to text box
[INFO ] [2021-07-19 12:05:53,367] Input business legal name
[INFO ] [2021-07-19 12:06:00,542] Input entity category
[INFO ] [2021-07-19 12:06:04,214] Input entity type
[INFO ] [2021-07-19 12:06:07,845] Input UEN number
[INFO ] [2021-07-19 12:06:09,998] Input industry
[INFO ] [2021-07-19 12:06:13,660] Input sub-industry
[INFO ] [2021-07-19 12:06:17,317] Click to continue button
[INFO ] [2021-07-19 12:06:17,618] Input business activity
[INFO ] [2021-07-19 12:06:20,663] Input service detail
[INFO ] [2021-07-19 12:06:22,931] Input company website
[INFO ] [2021-07-19 12:06:25,090] Input number of employees
[INFO ] [2021-07-19 12:06:28,699] Input Annual turnover
[INFO ] [2021-07-19 12:06:32,309] Click to continue button
[INFO ] [2021-07-19 12:06:32,625] Answer the first question
[INFO ] [2021-07-19 12:19:46,200] TC_01: Register to system
[INFO ] [2021-07-19 12:19:46,747] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 12:19:54,865] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 12:20:00,128] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 12:20:04,223] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 12:20:06,588] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 12:20:10,081] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 12:20:10,243] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 12:20:10,396] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 12:20:19,220] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 12:20:24,550] TC_02: Input personal detail
[INFO ] [2021-07-19 12:20:24,612] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 12:20:24,735] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 12:20:28,274] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 12:20:33,819] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 12:20:39,398] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 12:20:39,523] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 12:21:01,311] TC_02 Step 7: Input date of birth to the textbox field
[INFO ] [2021-07-19 12:21:10,948] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 12:21:16,490] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 12:21:19,944] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 12:21:20,139] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 12:21:29,558] TC_03: Input business detail
[INFO ] [2021-07-19 12:21:29,628] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 12:21:40,826] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 12:22:09,844] TC_03 Step 3: Input entity type
[INFO ] [2021-07-19 12:22:13,249] TC_03 Step 4: Input UEN number
[INFO ] [2021-07-19 12:22:15,565] TC_03 Step 5: Input industry
[INFO ] [2021-07-19 12:22:18,915] TC_03 Step 6: Input sub-industry
[INFO ] [2021-07-19 12:22:22,421] TC_03 Step 7: Click to continue button
[INFO ] [2021-07-19 12:22:22,655] TC_03 Step 8: Input business activity
[INFO ] [2021-07-19 12:22:27,139] TC_03 Step 9: Input service detail
[INFO ] [2021-07-19 12:22:30,739] TC_03 Step 10: Input company website
[INFO ] [2021-07-19 12:22:33,231] TC_03 Step 11: Input number of employees
[INFO ] [2021-07-19 12:22:36,578] TC_03 Step 12: Input Annual turnover
[INFO ] [2021-07-19 12:22:39,952] TC_03 Step 13: Click to continue button
[INFO ] [2021-07-19 12:22:40,122] TC_03 Step 14: Answer the first question
[INFO ] [2021-07-19 12:23:03,171] TC_03 Step 15: Answer the second question
[INFO ] [2021-07-19 12:23:03,364] TC_03 Step 16: Click to continue button
